Variant,seed,epoch,val_MAPE
wide64_huber_wd1e3_s15,4,42,6.706668112476091
wide64_huber_wd1e3_s15,4,43,5.894167030183585
wide64_huber_wd1e3_s15,4,44,5.918762301250758
wide64_huber_wd1e3_s15,4,45,6.678389642865519
wide64_huber_wd1e3_s15,4,46,6.584569367729462
wide64_huber_wd1e3_s15,4,47,6.71399989652134
wide64_huber_wd1e3_s15,4,48,6.120274636868298
wide64_huber_wd1e3_s15,4,49,6.158424764524639
wide64_huber_wd1e3_s15,4,50,6.001974994706679
wide64_huber_wd1e3_s15,4,51,6.740632833706324
wide64_huber_wd1e3_s15,4,52,6.665862391007356
wide64_huber_wd1e3_s15,4,53,6.502652301883037
wide64_huber_wd1e3_s15,4,54,6.15028799909379
wide64_huber_wd1e3_s15,4,55,6.913234202117968
wide64_huber_wd1e3_s15,4,56,6.375179929420817
wide64_huber_wd1e3_s15,4,57,6.259113564852921
wide64_huber_wd1e3_s15,4,58,6.088449094962128
wide64_huber_wd1e3_s15,4,59,6.080831778693959
wide64_huber_wd1e3_s15,4,60,6.58492895886665
wide64_huber_wd1e3_s15,4,61,6.3419821599141795
wide64_huber_wd1e3_s15,4,62,6.575441872284357
wide64_huber_wd1e3_s15,4,63,6.124253266014975
wide64_huber_wd1e3_s15,4,64,6.177913157473023
wide64_huber_wd1e3_s15,4,65,6.647494982933447
wide64_huber_wd1e3_s15,4,66,6.719171600725668
wide64_huber_wd1e3_s15,4,67,6.007946962449423
wide64_huber_wd1e3_s15,4,68,6.450074241017849
wide64_huber_wd1e3_s15,4,69,6.601417167704265
wide64_huber_wd1e3_s15,4,70,6.234592775456632
wide64_huber_wd1e3_s15,4,71,6.927513920180912
wide64_huber_wd1e3_s15,4,72,6.556330378328402
wide64_huber_wd1e3_s15,4,73,6.710680551413225
wide64_huber_wd1e3_s15,4,74,5.970570524448382
wide64_huber_wd1e3_s15,4,75,6.621412626865284
wide64_huber_wd1e3_s15,4,76,6.386072516396986
wide64_huber_wd1e3_s15,4,77,6.550177539230415
wide64_huber_wd1e3_s15,4,78,5.963481409332841
wide64_huber_wd1e3_s15,4,79,6.1400998086773315
wide64_huber_wd1e3_s15,4,80,6.898718198424576
wide64_huber_wd1e3_s15,4,81,6.301970992002048
wide64_huber_wd1e3_s15,4,82,7.011851375328433
wide64_huber_wd1e3_s15,4,83,6.8150694688866755
wide64_huber_wd1e3_s15,4,84,6.304514644770147
wide64_huber_wd1e3_s15,4,85,6.80219402040213
wide64_huber_wd1e3_s15,4,86,6.362891335917473
wide64_huber_wd1e3_s15,4,87,6.202784747855261
wide64_huber_wd1e3_s15,4,88,6.658705310113843
wide64_huber_wd1e3_s15,4,89,6.25168730500717
wide64_huber_wd1e3_s15,4,90,6.547423964122304
