,Country,Year,rd_expenditure,gdpca,unemp_rate,population,inflation,export_vol,import_vol,rd_expenditure_missing,gdpca_missing,unemp_rate_missing,population_missing,inflation_missing,export_vol_missing,import_vol_missing
904,CH,2017,17194.8756219555,"68,910.10",3.088,8.42,99.86,-0.148,-0.303,0,0,0,0,0,0,0
905,CH,2019,18572.9256553376,"73,656.34",2.306,8.545,101.157,-0.662,0.291,0,0,0,0,0,0,0
906,TR,1990,1587.38015244778,"7,159.25",7.998,55.511,0.124,0,52.884,0,0,0,0,0,1,0
907,TR,1991,2608.75149518152,"7,344.77",7.66,56.457,0.206,4.309,-1.654,0,0,0,0,0,0,0
908,TR,1992,2563.21580240825,"7,831.63",7.944,57.394,0.35,8.698,6.768,0,0,0,0,0,0,0
909,TR,1993,2503.03340253496,"8,523.37",8.368,58.328,0.582,8.021,34.129,0,0,0,0,0,0,0
910,TR,1994,1932.83902487078,"8,101.21",8.013,59.259,1.19,24.11,-23.679,0,0,0,0,0,0,0
911,TR,1995,2177.67746924119,"8,729.42",7.109,60.184,2.256,8.104,27.891,0,0,0,0,0,0,0
912,TR,1996,2768.08942612564,"9,368.68",6.124,61.106,4.066,-2.761,28.027,0,0,0,0,0,0,0
913,TR,1997,3240.77883334448,"10,096.03",6.318,62.023,7.548,32.646,24.325,0,0,0,0,0,0,0
914,TR,1998,3388.33914987511,"10,376.78",6.373,62.912,13.943,10.687,0.853,0,0,0,0,0,0,0
915,TR,1999,4125.27551978546,"10,035.02",7.155,63.818,22.988,-15.056,-2.543,0,0,0,0,0,0,0
916,TR,2000,4508.20944572153,"10,819.36",5.997,64.73,35.64,12.871,27.095,0,0,0,0,0,0,0
917,TR,2001,4768.20511950919,"10,288.12",7.804,65.603,54.973,12.2,-24.675,0,0,0,0,0,0,0
918,TR,2002,4945.19219244045,"10,988.38",9.764,66.402,79.785,1.802,17.406,0,0,0,0,0,0,0
919,TR,2003,4780.9313092103,"11,712.50",9.925,67.187,100,9.303,17.831,0,0,0,0,0,0,0
920,TR,2004,5608.12821209703,"13,045.27",9.688,68.01,108.599,13.29,20.879,0,0,0,0,0,0,0
921,TR,2005,6932.29507359296,"14,483.14",9.213,68.861,117.482,8.895,12.222,0,0,0,0,0,0,0
922,TR,2006,7270.75927675512,"15,768.29",8.725,69.73,128.757,6.75,7.5,0,0,0,0,0,0,0
923,TR,2007,9477.9991994667,"16,804.89",8.897,70.586,140.031,8.077,13.277,0,0,0,0,0,0,0
924,TR,2008,9572.59514063233,"17,041.96",9.849,71.517,154.656,7.571,-0.625,0,0,0,0,0,0,0
925,TR,2009,10651.1916480673,"16,089.09",12.95,72.561,164.323,-4.465,-11.847,0,0,0,0,0,0,0
926,TR,2010,11405.9584509487,"17,376.35",11.035,73.723,178.4,6.6,17.464,0,0,0,0,0,0,0
927,TR,2011,12687.3462537886,"19,459.77",8.983,74.724,189.946,8.675,11.407,0,0,0,0,0,0,0
928,TR,2012,13831.1018542741,"20,504.43",8.316,75.627,206.835,13.982,1.319,0,0,0,0,0,0,0
929,TR,2013,14752.4069019149,"22,221.39",8.878,76.668,222.333,6.072,8.574,0,0,0,0,0,0,0
930,TR,2014,16326.4088159672,"23,945.52",9.897,77.696,242.02,6.202,-0.066,0,0,0,0,0,0,0
931,TR,2015,17734.2713690851,"25,691.07",10.316,78.741,260.585,2.647,2.529,0,0,0,0,0,0,0
932,TR,2016,19603.7625298427,"26,513.62",10.915,79.815,280.846,-1.022,3.043,0,0,0,0,0,0,0
933,TR,2017,21401.6124238262,"28,242.49",10.918,80.811,312.144,12.266,8.965,0,0,0,0,0,0,0
934,TR,2018,23715.2151800374,"29,350.04",10.907,82.004,363.125,10.103,-8.119,0,0,0,0,0,0,0
935,TR,2019,24847.9951889066,"29,693.79",13.731,83.155,418.236,9.25,-4.019,0,0,0,0,0,0,0
936,TR,2020,25873.2466962374,"30,496.56",13.147,83.614,469.591,-15.164,6.778,0,0,0,0,0,0,0
937,TR,2021,29909.3208598174,"35,037.68",11.96,84.68,561.614,32.408,3.812,0,0,0,0,0,0,0
938,GB,1981,28439.3241666681,"10,382.13",9.65,56.358,35.079,-0.636,-2.839,0,0,0,0,0,0,0
939,GB,1983,27854.2399020722,"12,108.11",11.475,56.316,40.043,1.757,6.147,0,0,0,0,0,0,0
940,GB,1985,30028.7693025079,"13,622.04",11.375,56.554,43.982,5.635,2.353,0,0,0,0,0,0,0
941,GB,1986,31182.1396732186,"14,221.46",11.325,56.684,45.577,3.953,6.664,0,0,0,0,0,0,0
942,GB,1987,31624.0792481414,"15,299.64",10.425,56.804,47.43,7.018,7.866,0,0,0,0,0,0,0
943,GB,1988,32426.9494825486,"16,627.11",8.575,56.916,49.618,0.889,12.352,0,0,0,0,0,0,0
944,GB,1989,33138.3850963272,"17,602.73",7.225,57.077,52.206,4.7,7.107,0,0,0,0,0,0,0
945,GB,1990,33274.5650104412,"18,326.37",7.1,57.238,55.86,5.257,0.414,0,0,0,0,0,0,0
946,GB,1991,31635.1471578259,"18,561.55",8.85,57.439,60.06,-0.152,-4.503,0,0,0,0,0,0,0
947,GB,1992,31208.8801773749,"18,942.17",9.95,57.585,62.602,4.356,6.518,0,0,0,0,0,0,0
948,GB,1993,32400.9123855556,"19,755.07",10.375,57.714,64.188,4.417,3.25,0,0,0,0,0,0,0
949,GB,1994,33154.8872087713,"20,825.51",9.5,57.862,65.467,8.937,5.833,0,0,0,0,0,0,0
950,GB,1995,30453.3065383808,"21,650.84",8.625,58.025,67.189,9.086,5.501,0,0,0,0,0,0,0
951,GB,1996,29679.077205899,"22,414.20",8.1,58.164,68.819,7.125,9.241,0,0,0,0,0,0,0
952,GB,1997,30296.1029669767,"23,770.89",6.95,58.314,70.074,10.712,10.25,0,0,0,0,0,0,0
953,GB,1998,31457.7439044394,"24,729.14",6.25,58.475,71.166,2.77,9.075,0,0,0,0,0,0,0
954,GB,1999,33973.1360855617,"25,741.44",5.975,58.684,72.111,3.315,7.884,0,0,0,0,0,0,0
955,GB,2000,35096.8040821478,"27,308.01",5.45,58.886,72.685,9.244,8.628,0,0,0,0,0,0,0
956,GB,2001,35576.0134437673,"28,416.12",5.1,59.113,73.582,2.546,6.452,0,0,0,0,0,0,0
957,GB,2002,36594.8245792858,"29,244.87",5.2,59.366,74.508,0.398,5.643,0,0,0,0,0,0,0
958,GB,2003,36940.1325863217,"30,613.68",5,59.637,75.523,1.553,2.601,0,0,0,0,0,0,0
959,GB,2004,36618.3223716851,"32,004.65",4.75,59.95,76.538,4.839,6.731,0,0,0,0,0,0,0
960,GB,2005,38064.000440388,"33,629.35",4.825,60.413,78.112,7.389,7.075,0,0,0,0,0,0,0
961,GB,2006,39547.7994932316,"35,174.94",5.425,60.827,79.931,12.338,10.539,0,0,0,0,0,0,0
962,GB,2007,41634.9134526211,"36,754.30",5.35,61.319,81.788,-1.824,-1.81,0,0,0,0,0,0,0
963,GB,2008,41333.5111091595,"37,095.80",5.725,61.824,84.733,2.379,-1.841,0,0,0,0,0,0,0
964,GB,2009,40910.8780317415,"35,399.40",7.625,62.261,86.568,-9.01,-7.412,0,0,0,0,0,0,0
965,GB,2010,41109.925233634,"36,403.71",7.9,62.76,89.423,6.833,8.275,0,0,0,0,0,0,0
966,GB,2011,41808.8575001648,"37,245.25",8.1,63.285,93.415,6.931,2.623,0,0,0,0,0,0,0
967,GB,2012,40638.2737912899,"38,329.62",7.975,63.705,96.057,0.804,1.967,0,0,0,0,0,0,0
968,GB,2013,42527.477370353,"39,989.08",7.575,64.106,98.521,0.208,3.483,0,0,0,0,0,0,0
969,GB,2014,61344.6297023717,"41,288.49",6.2,64.597,99.96,1.13,4.927,0,0,0,0,0,0,0
970,GB,2015,62972.8145001246,"42,613.18",5.375,65.11,100,3.988,4.953,0,0,0,0,0,0,0
971,GB,2016,65503.087410017,"44,226.12",4.875,65.648,100.66,3.219,3.979,0,0,0,0,0,0,0
972,GB,2017,67444.899012621,"46,284.11",4.425,66.04,103.361,6.844,3.342,0,0,0,0,0,0,0
973,GB,2018,79862.7681757809,"47,917.68",4.075,66.436,105.922,3.15,3.337,0,0,0,0,0,0,0
974,GB,2019,79964.0452804804,"49,291.81",3.825,66.797,107.819,1.715,2.603,0,0,0,0,0,0,0
975,GB,2020,78153.305627187,"44,238.73",4.55,67.081,108.736,-12.084,-16.049,0,0,0,0,0,0,0
976,US,1981,164699.647647806,"13,948.70",7.617,229.916,90.933,1.221,2.608,0,0,0,0,0,0,0
977,US,1982,173060.590568833,"14,404.99",9.708,232.128,96.533,-7.653,-1.271,0,0,0,0,0,0,0
978,US,1983,185490.285296204,"15,513.68",9.6,234.247,99.583,-2.592,12.63,0,0,0,0,0,0,0
979,US,1984,203728.551629044,"17,086.44",7.508,236.307,103.933,8.147,24.337,0,0,0,0,0,0,0
980,US,1985,221181.472683988,"18,199.32",7.192,238.416,107.6,3.348,6.49,0,0,0,0,0,0,0
981,US,1986,226869.299609602,"19,034.77",7,240.593,109.692,7.673,8.53,0,0,0,0,0,0,0
982,US,1987,232603.741889876,"20,000.97",6.175,242.751,113.617,10.921,5.94,0,0,0,0,0,0,0
983,US,1988,238047.413942452,"21,376.00",5.492,244.968,118.275,16.219,3.93,0,0,0,0,0,0,0
984,US,1989,242764.821026087,"22,814.08",5.258,247.286,123.942,11.573,4.402,0,0,0,0,0,0,0
985,US,1990,250727.884433426,"23,847.98",5.617,250.047,130.658,8.824,3.579,0,0,0,0,0,0,0
986,US,1991,256847.801086555,"24,302.78",6.85,253.392,136.167,6.612,-0.151,0,0,0,0,0,0,0
987,US,1992,258044.435658436,"25,392.93",7.492,256.777,140.308,6.927,7.013,0,0,0,0,0,0,0
988,US,1993,252548.323706418,"26,364.19",6.908,260.146,144.475,3.268,8.646,0,0,0,0,0,0,0
989,US,1994,252429.163092446,"27,674.02",6.1,263.325,148.225,8.836,11.923,0,0,0,0,0,0,0
990,US,1995,268329.307871995,"28,671.48",5.592,266.458,152.383,10.274,8.003,0,0,0,0,0,0,0
991,US,1996,283137.997555169,"29,946.97",5.408,269.581,156.858,8.178,8.697,0,0,0,0,0,0,0
992,US,1997,298989.7509032,"31,440.09",4.942,272.822,160.525,11.912,13.468,0,0,0,0,0,0,0
993,US,1998,314793.587524628,"32,833.67",4.5,276.022,163.008,2.332,11.686,0,0,0,0,0,0,0
994,US,1999,336151.173363005,"34,496.24",4.217,279.195,166.583,4.985,11.594,0,0,0,0,0,0,0
995,US,2000,360339.976906899,"36,312.78",3.967,282.296,172.192,8.311,13.002,0,0,0,0,0,0,0
996,US,2001,366182.735541487,"37,101.45",4.742,285.216,177.042,-5.582,-2.461,0,0,0,0,0,0,0
997,US,2002,359727.419367353,"37,945.76",5.783,288.019,179.867,-1.961,3.668,0,0,0,0,0,0,0
998,US,2003,370177.911141041,"39,405.35",5.992,290.733,184,2.102,5.125,0,0,0,0,0,0,0
999,US,2004,374897.027723975,"41,641.62",5.542,293.389,188.908,9.638,10.981,0,0,0,0,0,0,0
1000,US,2005,390306.490304401,"44,034.26",5.083,296.115,195.267,6.939,6.492,0,0,0,0,0,0,0
1001,US,2006,408147.132274462,"46,216.85",4.608,298.93,201.558,9.467,6.421,0,0,0,0,0,0,0
1002,US,2007,427754.703565342,"47,943.35",4.617,301.903,207.344,8.759,2.563,0,0,0,0,0,0,0
1003,US,2008,449510.448782337,"48,470.55",5.8,304.718,215.254,5.782,-2.148,0,0,0,0,0,0,0
1004,US,2009,445321.200828342,"47,102.43",9.283,307.374,214.565,-8.295,-12.61,0,0,0,0,0,0,0
1005,US,2010,444708.58189046,"48,586.29",9.608,309.737,218.076,12.882,13.173,0,0,0,0,0,0,0
1006,US,2011,455525.672908788,"50,008.11",8.933,311.944,224.923,7.169,4.817,0,0,0,0,0,0,0
1007,US,2012,454820.406678898,"51,736.74",8.075,314.167,229.586,4.014,2.447,0,0,0,0,0,0,0
1008,US,2013,468277.22417165,"53,245.52",7.358,316.331,232.952,2.97,1.214,0,0,0,0,0,0,0
1009,US,2014,481775.482622067,"55,083.51",6.158,318.619,236.715,3.883,5.16,0,0,0,0,0,0,0
1010,US,2015,507401.0,"56,729.68",5.275,320.926,237.002,0.271,5.187,0,0,0,0,0,0,0
1011,US,2016,528171.700903057,"57,839.99",4.875,323.221,240.005,0.407,1.451,0,0,0,0,0,0,0
1012,US,2017,549630.96952664,"59,878.72",4.358,325.28,245.121,4.268,4.509,0,0,0,0,0,0,0
1013,US,2018,586427.345752008,"62,787.78",3.892,327.023,251.1,2.802,4.206,0,0,0,0,0,0,0
1014,US,2019,631845.452979094,"65,077.30",3.683,328.547,255.652,0.47,1.144,0,0,0,0,0,0,0
1015,US,2020,671963.268047983,"63,577.34",8.092,331.257,258.851,-13.235,-8.958,0,0,0,0,0,0,0
1016,US,2021,709712.900312341,"70,159.77",5.367,332.314,270.971,6.054,14.134,0,0,0,0,0,0,0
1017,AR,1996,2001.77794808263,"10,589.85",18.76,35.196,0,6.395,19.483,0,0,0,0,1,0,0
1018,AR,1997,2175.01363148578,"11,512.48",16.808,35.604,26.468,15.099,29.985,0,0,0,0,0,0,0
1019,AR,1998,2214.00573485541,"11,955.65",14.789,36.005,26.713,12.717,9.894,0,0,0,0,0,0,0
1020,AR,1999,2357.78286669261,"11,587.12",16.061,36.399,26.401,-2.124,-15.929,0,0,0,0,0,0,0
1021,AR,2000,2264.21634873921,"11,633.00",17.134,36.784,26.153,1.898,-2.322,0,0,0,0,0,0,0
1022,AR,2001,2094.19963128284,"11,256.71",19.209,37.156,25.875,6.096,-16.587,0,0,0,0,0,0,0
1023,AR,2002,1708.94850196347,"10,089.08",22.45,37.516,32.568,0.244,-53.558,0,0,0,0,0,0,0
1024,AR,2003,1963.81383251808,"11,104.74",17.25,37.87,36.946,5.006,48.953,0,0,0,0,0,0,0
1025,AR,2004,2354.21951513366,"12,303.20",13.625,38.226,38.577,-0.15,51.05,0,0,0,0,0,0,0
1026,AR,2005,2670.40964496873,"13,681.19",11.575,38.592,42.297,11.583,18.243,0,0,0,0,0,0,0
1027,AR,2006,3100.70202905796,"15,090.27",10.175,38.971,46.907,4.473,12.871,0,0,0,0,0,0,0
1028,AR,2007,3439.13578043313,"16,728.50",8.475,39.356,51.049,5.935,22.147,0,0,0,0,0,0,0
1029,AR,2008,3660.18071723077,"17,567.28",7.875,39.746,55.431,-0.739,14.525,0,0,0,0,0,0,0
1030,AR,2009,4296.17830951125,"16,472.34",8.675,40.134,58.907,-10.68,-23.812,0,0,0,0,0,0,0
1031,AR,2010,4545.80549334259,"18,063.91",7.75,40.788,65.069,13.473,39.539,0,0,0,0,0,0,0
1032,AR,2011,4863.90999628769,"19,322.23",7.15,41.261,71.43,2.368,21.736,0,0,0,0,0,0,0
1033,AR,2012,5401.97404290822,"19,641.35",7.2,41.733,78.603,-5.61,-5.835,0,0,0,0,0,0,0
1034,AR,2013,5388.67565695323,"20,131.68",7.075,42.203,86.95,-3.788,3.565,0,0,0,0,0,0,0
1035,AR,2014,5001.3623556269,"19,683.77",7.25,42.67,0,-7.849,-10.933,0,0,0,0,1,0,0
1036,AR,2015,5363.84361835373,"20,105.20",6.533,43.132,0,-1.699,2.706,0,0,0,0,1,0,0
1037,AR,2016,4502.05468205812,"20,307.87",8.467,43.59,168.27,6.917,3.498,0,0,0,0,0,0,0
1038,AR,2017,4857.0170289137,"23,597.12",8.35,44.045,211.473,-0.273,14.334,0,0,0,0,0,0,0
1039,AR,2018,4203.05995118907,"23,294.14",9.2,44.495,283.959,-0.399,-6.107,0,0,0,0,0,0,0
1040,AR,2019,3938.26506526534,"23,007.79",9.825,44.939,436.015,12.255,-21,0,0,0,0,0,0,0
1041,AR,2020,3901.14027998551,"20,782.65",11.55,45.388,619.207,-12.898,-10.549,0,0,0,0,0,0,0
1042,CL,2007,959.669728078577,"17,287.00",7.008,16.518,69.567,6.752,13.754,0,0,0,0,0,0,0
1043,CL,2008,1199.07533480816,"18,089.21",7.75,16.698,75.635,-0.504,10.858,0,0,0,0,0,0,0
1044,CL,2009,1119.60925084642,"17,806.11",11.053,16.881,76.769,-4.203,-17.701,0,0,0,0,0,0,0
1045,CL,2010,1110.20971463234,"18,870.22",8.305,17.064,77.849,1.869,25.243,0,0,0,0,0,0,0
1046,CL,2011,1254.80216454745,"20,235.57",7.3,17.254,80.446,5.192,15.839,0,0,0,0,0,0,0
1047,CL,2012,1366.96822085355,"21,458.81",6.595,17.443,82.859,0.323,3.816,0,0,0,0,0,0,0
1048,CL,2013,1522.0586421751,"22,295.74",6.082,17.612,84.341,3.114,1.738,0,0,0,0,0,0,0
1049,CL,2014,1495.24850295746,"22,650.72",6.495,17.788,88.317,0.431,-6.579,0,0,0,0,0,0,0
1050,CL,2015,1552.90304659382,"22,553.11",6.328,17.971,92.158,-2.325,-0.864,0,0,0,0,0,0,0
1051,CL,2016,1530.91685553661,"22,658.67",6.685,18.167,95.651,0.479,1.168,0,0,0,0,0,0,0
1052,CL,2017,1492.12775171521,"23,671.48",6.965,18.419,97.739,-0.863,4.464,0,0,0,0,0,0,0
1053,CL,2018,1605.4810753741,"24,761.20",7.377,18.751,100.004,4.906,8.603,0,0,0,0,0,0,0
1054,CL,2019,1498.52129484345,"24,919.76",7.223,19.107,102.253,-2.532,-1.725,0,0,0,0,0,0,0
1055,CL,2020,1387.68803413592,"23,266.10",10.77,19.458,105.365,-1.026,-12.331,0,0,0,0,0,0,0
1056,CN,1991,13087.1486518403,"1,078.15",2.3,"1,158.23",36.339,0,0,0,0,0,0,0,1,1
1057,CN,1992,15022.3097438591,"1,245.66",2.3,"1,171.71",38.664,0,0,0,0,0,0,0,1,1
1058,CN,1993,16333.3653242292,"1,435.68",2.6,"1,185.17",44.372,0,0,0,0,0,0,0,1,1
1059,CN,1994,16721.9380607053,"1,638.95",2.8,"1,198.50",55.139,0,0,0,0,0,0,0,1,1
1060,CN,1995,16749.6872444463,"1,837.38",2.9,"1,211.21",64.379,0,0,0,0,0,0,0,1,1
1061,CN,1996,18242.6612137767,"2,035.34",3,"1,223.89",69.722,0,0,0,0,0,0,0,1,1
1062,CN,1997,22598.5244001153,"2,239.26",3.1,"1,236.26",71.666,0,0,0,0,0,0,0,1,1
1063,CN,1998,24683.112845989,"2,420.14",3.1,"1,247.61",71.111,8.895,9.412,0,0,0,0,0,0,0
1064,CN,1999,30794.9641786549,"2,621.21",3.1,"1,257.86",70.116,5.832,14.403,0,0,0,0,0,0,0
1065,CN,2000,39806.306926472,"2,885.74",3.1,"1,267.43",70.366,26.711,26.444,0,0,0,0,0,0,0
1066,CN,2001,45401.8575709753,"3,174.09",3.6,"1,276.27",70.866,11.299,14.346,0,0,0,0,0,0,0
1067,CN,2002,55741.6526605798,"3,494.75",4,"1,284.53",70.344,24.968,22.351,0,0,0,0,0,0,0
1068,CN,2003,64961.2710026621,"3,897.38",4.3,"1,292.27",71.136,31.441,32.631,0,0,0,0,0,0,0
1069,CN,2004,77572.1020211667,"4,380.97",4.2,"1,299.88",73.861,26.959,20.74,0,0,0,0,0,0,0
1070,CN,2005,93020.6500898596,"5,003.41",4.2,"1,307.56",75.176,24.338,13.385,0,0,0,0,0,0,0
1071,CN,2006,109713.720660448,"5,782.76",4.1,"1,314.48",76.413,26.019,17.693,0,0,0,0,0,0,0
1072,CN,2007,125799.195568337,"6,750.18",4,"1,321.29",80.095,21.128,14.901,0,0,0,0,0,0,0
1073,CN,2008,145192.227958098,"7,501.33",4.2,"1,328.02",84.827,10.836,7.545,0,0,0,0,0,0,0
1074,CN,2009,182882.556513278,"8,222.38",4.3,"1,334.50",84.211,-10.56,3.117,0,0,0,0,0,0,0
1075,CN,2010,208279.97835215,"9,160.17",4.14,"1,340.91",86.885,28.461,23.094,0,0,0,0,0,0,0
1076,CN,2011,237042.71983421,"10,180.91",4.09,"1,349.16",91.693,10.964,13.422,0,0,0,0,0,0,0
1077,CN,2012,274611.197590113,"11,136.87",4.09,"1,359.22",94.086,5.882,6.591,0,0,0,0,0,0,0
1078,CN,2013,309205.058612812,"11,905.09",4.05,"1,367.26",96.502,8.76,10.647,0,0,0,0,0,0,0
1079,CN,2014,336250.720890688,"12,496.32",4.09,"1,376.46",98.482,4.295,7.774,0,0,0,0,0,0,0
1080,CN,2015,366080.932147093,"12,926.23",4.05,"1,383.26",100,-2.156,-0.438,0,0,0,0,0,0,0
1081,CN,2016,399390.155103394,"13,432.04",4.02,"1,392.32",102.121,0.679,4.387,0,0,0,0,0,0,0
1082,CN,2017,430329.703329414,"14,151.79",3.9,"1,400.11",103.674,7.95,7.291,0,0,0,0,0,0,0
1083,CN,2018,464705.238693159,"15,412.02",3.8,"1,405.41",105.673,3.991,7.263,0,0,0,0,0,0,0
1084,EE,1998,120.23901972491,"10,982.76",9.831,1.386,54.338,10.426,11.339,0,0,0,0,0,0,0
1085,EE,1999,143.475454558726,"11,057.56",12.201,1.39,56.022,-3.639,-9.317,0,0,0,0,0,0,0
1086,EE,2000,139.971101878742,"12,388.72",14.602,1.397,58.224,-6.949,-5.352,0,0,0,0,0,0,0
1087,EE,2001,172.701366035913,"13,514.17",13.009,1.388,61.5,6.331,12.365,0,0,0,0,0,0,0
1088,EE,2002,187.890439929366,"14,747.27",11.227,1.379,63.707,2.821,13.285,0,0,0,0,0,0,0
1089,EE,2003,217.236744791565,"16,283.18",10.342,1.371,64.59,10.174,14.002,0,0,0,0,0,0,0
1090,EE,2004,256.65260155162,"17,965.00",10.14,1.363,66.553,17.293,16.136,0,0,0,0,0,0,0
1091,EE,2005,304.766251251435,"20,409.93",8.031,1.355,69.293,19.923,16.7,0,0,0,0,0,0,0
1092,EE,2006,405.928874112807,"23,230.94",5.912,1.347,72.372,9.529,20.703,0,0,0,0,0,0,0
1093,EE,2007,415.49141175245,"25,784.40",4.592,1.341,77.253,12.616,12.982,0,0,0,0,0,0,0
1094,EE,2008,466.074523525215,"24,997.17",5.455,1.337,85.447,0.897,-6.159,0,0,0,0,0,0,0
1095,EE,2009,443.950674968103,"21,518.51",13.549,1.335,85.617,-20.308,-30.604,0,0,0,0,0,0,0
1096,EE,2010,514.122724962382,"22,360.39",16.707,1.331,87.963,24.216,21.255,0,0,0,0,0,0,0
1097,EE,2011,805.101973849207,"24,557.24",12.325,1.327,92.432,24.173,27.189,0,0,0,0,0,0,0
1098,EE,2012,766.049900727009,"25,996.09",10.023,1.323,96.332,4.826,9.688,0,0,0,0,0,0,0
1099,EE,2013,630.657296498097,"27,464.52",8.628,1.318,99.459,2.801,2.446,0,0,0,0,0,0,0
1100,EE,2014,538.911390225889,"28,927.86",7.351,1.315,99.933,2.64,3.047,0,0,0,0,0,0,0
1101,EE,2015,563.302476528217,"29,183.78",6.185,1.315,100,-1.502,-1.887,0,0,0,0,0,0,0
1102,EE,2016,492.119362196099,"31,309.61",6.758,1.316,100.8,4.822,6.497,0,0,0,0,0,0,0
1103,EE,2017,534.775194048519,"33,903.13",5.763,1.317,104.48,4.832,3.991,0,0,0,0,0,0,0
1104,EE,2018,612.881731854286,"35,906.87",5.371,1.322,108.045,2.899,5.928,0,0,0,0,0,0,0
1105,EE,2019,735.6699327817,"37,777.15",4.448,1.327,110.496,6.109,3.82,0,0,0,0,0,0,0
1106,EE,2020,785.188208834209,"37,984.16",6.806,1.33,109.795,-5.272,0.434,0,0,0,0,0,0,0
1107,EE,2021,848.704498880148,"42,825.52",6.177,1.331,114.722,19.94,21.01,0,0,0,0,0,0,0
1108,IL,1991,2348.00057997381,"13,553.30",10.585,4.946,34.011,-2.56,15.97,0,0,0,0,0,0,0
1109,IL,1992,2595.42138410512,"14,340.38",11.155,5.124,38.075,14.081,8.783,0,0,0,0,0,0,0
1110,IL,1993,2819.63850344095,"14,841.53",10.015,5.259,42.241,9.941,14.07,0,0,0,0,0,0,0
1111,IL,1994,3094.75442420884,"15,813.49",7.828,5.395,47.455,13.239,13.196,0,0,0,0,0,0,0
1112,IL,1995,3309.37212092473,"17,233.77",6.863,5.542,52.221,9.692,9.368,0,0,0,0,0,0,0
1113,IL,1996,3745.88020679828,"18,131.46",8.325,5.682,58.11,6.102,7.191,0,0,0,0,0,0,0
1114,IL,1997,4232.22624798819,"18,677.31",9.525,5.824,63.34,9.077,4.194,0,0,0,0,0,0,0
1115,IL,1998,4584.95747041387,"19,191.18",10.675,5.967,66.783,6.219,2.12,0,0,0,0,0,0,0
1116,IL,1999,5420.85774199745,"19,616.67",11.075,6.117,70.252,14.446,15.548,0,0,0,0,0,0,0
1117,IL,2000,6989.46438310355,"21,216.50",10.9,6.286,71.042,23.398,11.959,0,0,0,0,0,0,0
1118,IL,2001,7448.84340260354,"21,258.30",11.625,6.436,71.835,-11.672,-5.442,0,0,0,0,0,0,0
1119,IL,2002,7323.50724038055,"21,136.97",12.875,6.567,75.92,-2.08,-1.245,0,0,0,0,0,0,0
1120,IL,2003,6987.37386178177,"21,460.92",13.4,6.687,76.429,8.1,-0.784,0,0,0,0,0,0,0
1121,IL,2004,7291.5516686461,"22,687.38",12.9,6.806,76.112,17.52,11.846,0,0,0,0,0,0,0
1122,IL,2005,7944.92628590061,"23,941.36",11.2,6.927,77.124,4.673,3.487,0,0,0,0,0,0,0
1123,IL,2006,8596.2231415402,"25,596.83",10.45,7.052,78.749,5.083,3.42,0,0,0,0,0,0,0
1124,IL,2007,9749.7252337993,"27,390.89",9.15,7.176,79.156,10.225,11.126,0,0,0,0,0,0,0
1125,IL,2008,9961.74249050004,"28,309.70",7.65,7.307,82.792,5.658,2.471,0,0,0,0,0,0,0
1126,IL,2009,9553.82795059367,"28,068.50",9.425,7.482,85.538,-12.046,-13.765,0,0,0,0,0,0,0
1127,IL,2010,9641.48742065052,"29,469.45",8.25,7.621,87.842,14.858,15.032,0,0,0,0,0,0,0
1128,IL,2011,10367.1029128983,"31,172.74",7.05,7.763,90.873,8.259,11.253,0,0,0,0,0,0,0
1129,IL,2012,11028.0996080159,"32,336.14",6.883,7.907,92.425,-0.46,2.14,0,0,0,0,0,0,0
1130,IL,2013,11361.1681730517,"34,754.99",6.217,8.056,93.835,4.862,0.968,0,0,0,0,0,0,0
1131,IL,2014,12054.6210684209,"34,755.70",5.875,8.212,94.282,0.886,2.276,0,0,0,0,0,0,0
1132,IL,2015,12666.90898102,"35,876.91",5.242,8.377,93.685,-1.742,-0.212,0,0,0,0,0,0,0
1133,IL,2016,14047.3299786863,"38,229.61",4.825,8.543,93.175,2.378,9.997,0,0,0,0,0,0,0
1134,IL,2017,15147.295218842,"39,533.60",4.225,8.71,93.401,4.93,4.393,0,0,0,0,0,0,0
1135,IL,2018,16281.9726627864,"41,326.57",4,8.879,94.154,5.719,7.152,0,0,0,0,0,0,0
1136,IL,2019,18519.2511411549,"42,985.53",3.817,9.051,94.947,3.682,3.161,0,0,0,0,0,0,0
1137,IL,2020,19882.5373629408,"41,980.30",4.283,9.214,94.389,-2.736,-8.149,0,0,0,0,0,0,0
1138,IL,2021,21031.6509418878,"46,865.48",4.95,9.367,95.798,14.566,20.642,0,0,0,0,0,0,0
1139,RO,1991,1799.62522140061,"7,045.15",3.5,23.423,0.077,-17.909,-29.608,0,0,0,0,0,0,0
1140,RO,1992,1771.39947316741,"6,599.34",5.441,23.333,0.24,2.913,7.522,0,0,0,0,0,0,0
1141,RO,1993,1935.66619525202,"6,896.73",9.206,23.205,0.854,11.124,4.385,0,0,0,0,0,0,0
1142,RO,1994,1703.61337185803,"7,365.94",10.994,23.064,2.023,19.037,2.811,0,0,0,0,0,0,0
1143,RO,1995,1886.13280549446,"8,105.31",9.882,22.927,2.675,15.085,30.849,0,0,0,0,0,0,0
1144,RO,1996,1743.70995637304,"8,627.57",7.323,22.8,3.714,-7.046,2.52,0,0,0,0,0,0,0
